"Time","Average Request Rate","edge-server-cv-78d887c496-c9b5z Requests/2s","edge-server-cv-78d887c496-pgbtd Requests/2s","avg_requests/30"
2022-04-19 14:53:43,2,3,1,7.83
2022-04-19 14:53:44,1,1,,7.76
2022-04-19 14:53:45,1,1,,8.07
2022-04-19 14:53:46,3.50,5,2,8.00
2022-04-19 14:53:47,6,7,5,8.01
2022-04-19 14:53:48,5.50,4,7,8.17
2022-04-19 14:53:49,3.50,3,4,7.67
2022-04-19 14:53:50,4,4,,7.66
2022-04-19 14:53:51,0,0,,7.56
2022-04-19 14:53:52,2,2,,7.93
2022-04-19 14:53:53,4.51,4,5.02,8.14
2022-04-19 14:53:54,3,3,,7.93
2022-04-19 14:53:55,4,4,,7.83
2022-04-19 14:53:56,4.51,4,5.02,7.89
2022-04-19 14:53:57,5,6,4,8.03
2022-04-19 14:53:58,4.50,3,6,7.85
2022-04-19 14:53:59,1,0,2,7.86
2022-04-19 14:54:00,6.50,4,9,8.03
2022-04-19 14:54:01,2,2,,7.83
2022-04-19 14:54:02,3,3,,7.56
2022-04-19 14:54:03,4,4,,7.83
2022-04-19 14:54:04,6,6,,7.47
2022-04-19 14:54:05,2,2,,7.37
2022-04-19 14:54:06,0,0,,7.06
2022-04-19 14:54:07,5,5,,7.59
2022-04-19 14:54:08,2.51,1,4.02,7.41
2022-04-19 14:54:09,4,2,6,7.57
2022-04-19 14:54:10,4.50,2,7,7.66
2022-04-19 14:54:11,5,5,,7.44
2022-04-19 14:54:12,5,5,,7.48
2022-04-19 14:54:13,7,7,,7.74
2022-04-19 14:54:14,4.01,3,5.02,7.83
2022-04-19 14:54:15,1,1,,7.61
2022-04-19 14:54:16,5,5,,7.66
2022-04-19 14:54:17,1,1,,7.31
2022-04-19 14:54:18,5,5,,7.25
2022-04-19 14:54:19,1,1,,7.43
2022-04-19 14:54:20,4,4,,7.76
2022-04-19 14:54:21,5,5,,7.56
2022-04-19 14:54:22,2,2,,7.33
2022-04-19 14:54:23,4,4,,7.17
2022-04-19 14:54:24,3,3,,6.99
2022-04-19 14:54:25,3,3,,7.72
2022-04-19 14:54:26,3,3,,7.64
2022-04-19 14:54:27,4,4,,7.72
2022-04-19 14:54:28,2,2,,7.88
2022-04-19 14:54:29,5,5,,7.62
2022-04-19 14:54:30,3.00,4,2.01,7.72
2022-04-19 14:54:31,5,5,,7.78
2022-04-19 14:54:32,6,6,,7.83
2022-04-19 14:54:33,5.50,5,6,7.59
2022-04-19 14:54:34,2.50,3,2,7.68
2022-04-19 14:54:35,5.50,6,5,8.08
2022-04-19 14:54:36,2.50,2,3,7.93
2022-04-19 14:54:37,3.50,3,4,8.00
2022-04-19 14:54:38,5,5,5,8.07
2022-04-19 14:54:39,4,2,6,8.03
2022-04-19 14:54:40,3,3,,7.89
2022-04-19 14:54:41,3,3,,7.98
2022-04-19 14:54:42,5,5,,7.91
2022-04-19 14:54:43,2,2,,7.93
2022-04-19 14:54:44,4,2,6,8.05
2022-04-19 14:54:45,5,3,7,8.07
2022-04-19 14:54:46,7,8,6,8.11
2022-04-19 14:54:47,3,4,2,8.19
2022-04-19 14:54:48,4.50,4,5,8.31
2022-04-19 14:54:49,2.50,1,4,7.48
2022-04-19 14:54:50,5.50,5,6,7.68
2022-04-19 14:54:51,3,3,,7.68
2022-04-19 14:54:52,3,3,,7.64
2022-04-19 14:54:53,2,2,,8.26
2022-04-19 14:54:54,4,4,,8.12
2022-04-19 14:54:55,2,2,,8.05
2022-04-19 14:54:56,4.51,5,4.02,8.07
2022-04-19 14:54:57,4.50,3,6,8.30
2022-04-19 14:54:58,5,6,4,8.31
2022-04-19 14:54:59,3.50,5,2,8.34
2022-04-19 14:55:00,3.50,2,5,8.30
2022-04-19 14:55:01,4,2,6,8.21
2022-04-19 14:55:02,7,8,6,8.31
2022-04-19 14:55:03,3,,3,8.26
2022-04-19 14:55:04,2,,2,8.17
2022-04-19 14:55:05,2,1,3,8.14
2022-04-19 14:55:06,4,2,6,8.17
2022-04-19 14:55:07,5,3,7,8.17
2022-04-19 14:55:08,3.99,2.97,5,8.17
2022-04-19 14:55:09,4.53,6.06,3,8.27
2022-04-19 14:55:10,3,3,3,8.21
2022-04-19 14:55:11,2.47,4.93,0,7.98
2022-04-19 14:55:12,2.52,3.04,2,7.93
2022-04-19 14:55:13,4,4,4,7.93
2022-04-19 14:55:14,3,1,5,7.79
2022-04-19 14:55:15,3,2,4,7.52
2022-04-19 14:55:16,4.50,5,4,7.62
2022-04-19 14:55:17,5,6,4,7.66
2022-04-19 14:55:18,4,6,2,7.76
2022-04-19 14:55:19,2.50,3,2,7.55
2022-04-19 14:55:20,4,4,4,7.23
2022-04-19 14:55:21,3,2,4,7.33
2022-04-19 14:55:22,5,3,7,7.55
2022-04-19 14:55:23,7,7,7,7.74
2022-04-19 14:55:24,3,3,3,7.83
2022-04-19 14:55:25,4,3,5,7.79
2022-04-19 14:55:26,3.50,4,3,7.72
2022-04-19 14:55:27,2.50,0,5,7.55
2022-04-19 14:55:28,4.50,3,6,7.62
2022-04-19 14:55:29,6,4,8,7.79
2022-04-19 14:55:30,3,5,1,7.72
2022-04-19 14:55:31,2.50,3,2,7.41
2022-04-19 14:55:32,3,3,3,7.27
2022-04-19 14:55:33,3.50,2,5,7.45
2022-04-19 14:55:34,5,4,6,7.66
2022-04-19 14:55:35,4,,4,7.53
2022-04-19 14:55:36,4,,4,7.62
2022-04-19 14:55:37,4.50,3.01,6,7.66
2022-04-19 14:55:38,5,8,2,7.69
2022-04-19 14:55:39,2,1,3,7.62
2022-04-19 14:55:40,6,,6,7.68
2022-04-19 14:55:41,3,,3,7.61
2022-04-19 14:55:42,2,,2,8.00
2022-04-19 14:55:43,1.50,1.01,2,7.90
2022-04-19 14:55:44,6,6,,7.85
2022-04-19 14:55:45,3,3,,7.65
2022-04-19 14:55:46,7,7,,7.55
2022-04-19 14:55:47,3,3,,8.03
2022-04-19 14:55:48,5.01,6,4.02,8.21
2022-04-19 14:55:49,3,2,4,8.14
2022-04-19 14:55:50,0,0,,7.89
2022-04-19 14:55:51,2,2,,8.07
2022-04-19 14:55:52,4.00,5,3.01,7.86
2022-04-19 14:55:53,5,6,4,8
2022-04-19 14:55:54,4,4,4,8
2022-04-19 14:55:55,4,4,4,8.03
2022-04-19 14:55:56,5,3,7,8.21
2022-04-19 14:55:57,4,2,6,8.17
2022-04-19 14:55:58,6,6,6,8.17
2022-04-19 14:55:59,5.50,3,8,8.34
2022-04-19 14:56:00,4,4,4,8.45
2022-04-19 14:56:01,3.50,5,2,8.48
2022-04-19 14:56:02,3.50,3,4,8.48
2022-04-19 14:56:03,3.50,3,4,8.38
2022-04-19 14:56:04,3.00,4,1.99,8.13
2022-04-19 14:56:05,4.01,4,4.02,8.28
2022-04-19 14:56:06,6,6,6,8.38
2022-04-19 14:56:07,1.50,2,1,8.14
2022-04-19 14:56:08,3,2,4,8.21
2022-04-19 14:56:09,2.50,2,3,7.55
2022-04-19 14:56:10,3.50,1,6,7.68
2022-04-19 14:56:11,4.50,3,6,7.93
2022-04-19 14:56:12,4.00,6,1.99,8.10
2022-04-19 14:56:13,3.00,3,3.01,7.55
2022-04-19 14:56:14,3,3,3,7.65
2022-04-19 14:56:15,1,,1,7.45
2022-04-19 14:56:16,5,,5,7.79
2022-04-19 14:56:17,6.51,6.01,7,7.90
2022-04-19 14:56:18,3.50,4,3,7.93
2022-04-19 14:56:19,4,4,4,7.85
2022-04-19 14:56:20,6,5,7,8.14
2022-04-19 14:56:21,5.98,6.95,5,8.27
2022-04-19 14:56:22,5.51,4.03,7,8.31
2022-04-19 14:56:23,2,2,2,8.17
2022-04-19 14:56:24,3.49,3,3.98,8.14
2022-04-19 14:56:25,2.51,2,3.02,7.97
2022-04-19 14:56:26,3.50,3,4,7.93
2022-04-19 14:56:27,2,2,2,7.66
2022-04-19 14:56:28,4,1,7,7.55
2022-04-19 14:56:29,3,2,4,7.48
2022-04-19 14:56:30,4.50,5,4,7.55
2022-04-19 14:56:31,2.50,3,2,7.48
2022-04-19 14:56:32,3,3,3,7.45
2022-04-19 14:56:33,2,2,2,7.38
2022-04-19 14:56:34,5.50,7,4,7.48
2022-04-19 14:56:35,3,3,3,7.28
2022-04-19 14:56:36,4,4,4,7.45
2022-04-19 14:56:37,3,5,1,7.45
2022-04-19 14:56:38,3,3,,7.34
2022-04-19 14:56:39,3,3,,7.55
2022-04-19 14:56:40,6,8,4,7.66
2022-04-19 14:56:41,4.50,3,6,7.69
2022-04-19 14:56:42,2.50,2,3,7.66
2022-04-19 14:56:43,4.50,4,5,7.76
2022-04-19 14:56:44,4,7,1,7.65
2022-04-19 14:56:45,5,6,4,7.83
2022-04-19 14:56:46,4,3,5,7.66
2022-04-19 14:56:47,6,5,7,7.83
2022-04-19 14:56:48,4,3,5,7.83
2022-04-19 14:56:49,4.50,7,2,7.72
2022-04-19 14:56:50,3,2,4,7.52
2022-04-19 14:56:51,2,2,2,7.28
2022-04-19 14:56:52,5.50,5,6,7.52
2022-04-19 14:56:53,4,4,4,7.55
2022-04-19 14:56:54,3,4,2,7.59
2022-04-19 14:56:55,3,2,4,7.55
2022-04-19 14:56:56,2,3,1,7.55
2022-04-19 14:56:57,3,3,3,7.48
2022-04-19 14:56:58,2.50,1,4,7.45
2022-04-19 14:56:59,5,6,4,7.48
2022-04-19 14:57:00,2,1,3,7.45
2022-04-19 14:57:01,2.50,1,4,7.41
2022-04-19 14:57:02,2,0,4,7.41
2022-04-19 14:57:03,3.50,2,5,7.28
2022-04-19 14:57:04,4.50,3,6,7.38
2022-04-19 14:57:05,4.50,6,3,7.41
2022-04-19 14:57:06,2,2,2,7.34
2022-04-19 14:57:07,3.50,5,2,7.22
2022-04-19 14:57:08,3,4,2,7.28
2022-04-19 14:57:09,5,4,6,7.21
2022-04-19 14:57:10,3.50,4,2.99,7.14
2022-04-19 14:57:11,3.50,5,2.01,7.21
2022-04-19 14:57:12,5.50,4,7,7.28
2022-04-19 14:57:13,7,7,,7.20
2022-04-19 14:57:14,3,3,,7.14
2022-04-19 14:57:15,3.51,3,4.01,7.10
2022-04-19 14:57:16,3,3,,6.76
2022-04-19 14:57:17,6,6,,6.69
2022-04-19 14:57:18,5,5,,6.56
2022-04-19 14:57:19,5,5,,6.53
2022-04-19 14:57:20,1,1,,6.43
2022-04-19 14:57:21,3,3,,6.16
2022-04-19 14:57:22,5,5,,6.06
2022-04-19 14:57:23,3,3,,5.96
2022-04-19 14:57:24,3,3,,7.17
2022-04-19 14:57:25,4.03,2,6.06,7.31
2022-04-19 14:57:26,3.50,4,3,7.34
2022-04-19 14:57:27,3.50,3,4,7.41
2022-04-19 14:57:28,4.50,5,4,7.38
2022-04-19 14:57:29,4.99,3,6.97,7.59
2022-04-19 14:57:30,4.51,5,4.02,7.72
2022-04-19 14:57:31,5,5,,7.75
2022-04-19 14:57:32,3,3,,7.62
2022-04-19 14:57:33,5,5,,8.07
2022-04-19 14:57:34,5.51,4,7.02,8.14
2022-04-19 14:57:35,3,5,1,8.21
2022-04-19 14:57:36,6,7,5,8.38
2022-04-19 14:57:37,2,2,2,8.31
2022-04-19 14:57:38,4.98,6,3.96,8.31
2022-04-19 14:57:39,3.03,,3.03,8.19
2022-04-19 14:57:40,2,,2,8.02
2022-04-19 14:57:41,2,,2,7.72
2022-04-19 14:57:42,4,,4,8.07
2022-04-19 14:57:43,4.51,4.02,5,8.14
2022-04-19 14:57:44,5.50,7,4,8.28
2022-04-19 14:57:45,4.50,5,4,7.27
2022-04-19 14:57:46,5,5,5,7.40
2022-04-19 14:57:47,6,7,5,7.64
2022-04-19 14:57:48,3,1,5,7.67
2022-04-19 14:57:49,4.50,8,1,7.94
2022-04-19 14:57:50,4.50,5,4,8.14
2022-04-19 14:57:51,4,3,5,8.24
2022-04-19 14:57:52,4.99,4,5.98,8.56
2022-04-19 14:57:53,3.00,3,3.01,8.52
2022-04-19 14:57:54,2.50,2,3,8.41
2022-04-19 14:57:55,4.50,4,5,8.48
2022-04-19 14:57:56,4,4,4,8.52
2022-04-19 14:57:57,3.50,5,2,8.45
2022-04-19 14:57:58,4,2,6,8.38
2022-04-19 14:57:59,3.50,5,2,8.31
2022-04-19 14:58:00,3.50,2,5,7.85
2022-04-19 14:58:01,4.49,5,3.98,8.05
2022-04-19 14:58:02,5.51,6,5.03,8.21
2022-04-19 14:58:03,4.50,3,6,8.14
2022-04-19 14:58:04,5,,5,8.13
2022-04-19 14:58:05,2,,2,8.07
2022-04-19 14:58:06,3,,3,8.07
2022-04-19 14:58:07,6,,6,8.21
2022-04-19 14:58:08,4,5,3,7.90
2022-04-19 14:58:09,5,6,4,8.17
2022-04-19 14:58:10,3.98,3,4.96,8.37
2022-04-19 14:58:11,4.53,3,6.05,8.55
2022-04-19 14:58:12,3,2,4,8.45
2022-04-19 14:58:13,4.49,2,6.98,8.38
2022-04-19 14:58:14,3.00,3,3.01,8.28
2022-04-19 14:58:15,2.50,3,2,8.10
2022-04-19 14:58:16,2.50,3,2,7.86
2022-04-19 14:58:17,4,2,6,7.93
2022-04-19 14:58:18,1.50,1,2,7.72
2022-04-19 14:58:19,5.50,6,5,7.79
2022-04-19 14:58:20,3,2,4,7.72
2022-04-19 14:58:21,6,,6,7.61
2022-04-19 14:58:22,1,,1,7.44
2022-04-19 14:58:23,6,,6,7.48
2022-04-19 14:58:24,5,,5,8.00
2022-04-19 14:58:25,5.01,5.02,5,8.07
2022-04-19 14:58:26,4,3,5,8.10
2022-04-19 14:58:27,4,5,3,8.10
2022-04-19 14:58:28,3,,3,8.00
2022-04-19 14:58:29,5,,5,8.21
2022-04-19 14:58:30,5.00,3.01,7,8.24
2022-04-19 14:58:31,5,5,,7.99
2022-04-19 14:58:32,5,5,,8.07
2022-04-19 14:58:33,7.01,8,6.02,8.07
2022-04-19 14:58:34,5,,5,8.20
2022-04-19 14:58:35,3,,3,7.90
2022-04-19 14:58:36,4,,4,8.21
2022-04-19 14:58:37,2.50,3.01,2,8.10
2022-04-19 14:58:38,3.50,6,1,8
2022-04-19 14:58:39,6,6,6,8.14
2022-04-19 14:58:40,3,4,2,8.03
2022-04-19 14:58:41,1,1,1,7.90
2022-04-19 14:58:42,4,3,5,7.86
2022-04-19 14:58:43,3,1,5,7.86
2022-04-19 14:58:44,4.50,3,6,8
2022-04-19 14:58:45,1.50,0,3,7.93
2022-04-19 14:58:46,1.50,3,0,7.76
2022-04-19 14:58:47,4.50,5,4,7.97
2022-04-19 14:58:48,4.50,4,5,7.90
2022-04-19 14:58:49,3,4,2,7.90
2022-04-19 14:58:50,4,4,4,7.28
2022-04-19 14:58:51,4.50,6,3,7.56
2022-04-19 14:58:52,4.50,3,6,7.65
2022-04-19 14:58:53,3,4,2,7.69
2022-04-19 14:58:54,5,5,5,7.69
2022-04-19 14:58:55,3,3,,7.48
2022-04-19 14:58:56,3,3,,7.62
2022-04-19 14:58:57,4.51,6,3.01,7.51
2022-04-19 14:58:58,3,3,3,7.55
2022-04-19 14:58:59,4,5,3,7.48
2022-04-19 14:59:00,2.50,3,2,7.36
2022-04-19 14:59:01,1.50,1,2,7.24
2022-04-19 14:59:02,3.50,5,2,7
2022-04-19 14:59:03,3,3,3,6.62
2022-04-19 14:59:04,4.50,4,5,6.82
2022-04-19 14:59:05,3.50,4,3,6.93
2022-04-19 14:59:06,3,4,2,6.97
2022-04-19 14:59:07,3,6,0,6.93
2022-04-19 14:59:08,3,2,4,6.72
2022-04-19 14:59:09,4,5,3,6.79
2022-04-19 14:59:10,4,5,3,7.00
2022-04-19 14:59:11,3,6,0,6.93
2022-04-19 14:59:12,2.50,2,3,6.90
2022-04-19 14:59:13,4.50,7,2,6.90
2022-04-19 14:59:14,2.50,3,2,6.97
2022-04-19 14:59:15,3.50,2,5,7.10
2022-04-19 14:59:16,6.50,8,5,7.24
2022-04-19 14:59:17,2,3,1,7.07
2022-04-19 14:59:18,3.49,3,3.98,7.10
2022-04-19 14:59:19,2.01,1,3.02,6.97
2022-04-19 14:59:20,2,4,0,6.79
2022-04-19 14:59:21,3,5,1,6.69
2022-04-19 14:59:22,2.50,2,3,6.66
2022-04-19 14:59:23,4.50,4,5,6.62
2022-04-19 14:59:24,4,5,3,6.55
2022-04-19 14:59:25,4,6,2,6.69
2022-04-19 14:59:26,3.50,6,1,6.62
2022-04-19 14:59:27,3,2,4,6.62
2022-04-19 14:59:28,3,3,3,6.55
2022-04-19 14:59:29,3.50,4,3,6.62
2022-04-19 14:59:30,5,4,6,6.86
2022-04-19 14:59:31,6,,6,6.85
2022-04-19 14:59:32,5,,5,7.10
2022-04-19 14:59:33,5,,5,6.99
2022-04-19 14:59:34,3,,3,7.21
2022-04-19 14:59:35,2.50,1,4,7.17
2022-04-19 14:59:36,4.50,5,4,7.28
2022-04-19 14:59:37,5,5,5,7.41
2022-04-19 14:59:38,2,2,2,7.28
2022-04-19 14:59:39,3,4,2,7.21
2022-04-19 14:59:40,5.50,6,5,7.38
2022-04-19 14:59:41,3.50,3,4,7.45
2022-04-19 14:59:42,4,3,5,7.41
2022-04-19 14:59:43,5,4,6,7.59
2022-04-19 14:59:44,5.50,7,4,7.72
2022-04-19 14:59:45,4,6,2,7.55
2022-04-19 14:59:46,2.50,4,1,7.59
2022-04-19 14:59:47,4.50,3,6,7.66
2022-04-19 14:59:48,4,4,4,7.79
2022-04-19 14:59:49,5,6,4,8
2022-04-19 14:59:50,2,2,2,7.93
2022-04-19 14:59:51,2,1,3,7.90
2022-04-19 14:59:52,3.50,3,4,7.83
2022-04-19 14:59:53,3,4,2,7.76
2022-04-19 14:59:54,4.50,4,5,7.79
2022-04-19 14:59:55,4.50,3,6,7.86
2022-04-19 14:59:56,3.50,2,5,7.90
2022-04-19 14:59:57,5,7,3,8.03
2022-04-19 14:59:58,4.50,4,5,8.10
2022-04-19 14:59:59,5,6,4,8.10
2022-04-19 15:00:00,2,1,3,7.72
2022-04-19 15:00:01,4,4,4,7.83
2022-04-19 15:00:02,3,3,3,7.47
2022-04-19 15:00:03,5,5,,7.51
2022-04-19 15:00:04,4,4,,7.86
2022-04-19 15:00:05,6,4,8,7.97
2022-04-19 15:00:06,1.50,0,3,7.72
2022-04-19 15:00:07,4.50,3,6,7.90
2022-04-19 15:00:08,8,8,,7.92
2022-04-19 15:00:09,2,2,,7.86
2022-04-19 15:00:10,3.01,,3.01,7.74
2022-04-19 15:00:11,3,,3,7.57
2022-04-19 15:00:12,1,,1,7.65
2022-04-19 15:00:13,4.01,5.01,3,7.55
2022-04-19 15:00:14,3.50,4,3,7.52
2022-04-19 15:00:15,4.50,6,3,7.66
2022-04-19 15:00:16,4.50,4,5,7.66
2022-04-19 15:00:17,5.50,4,7,7.76
2022-04-19 15:00:18,4,4,4,7.69
2022-04-19 15:00:19,3.50,4,3,7.79
2022-04-19 15:00:20,4.50,4,5,7.97
2022-04-19 15:00:21,3.50,5,2,7.97
2022-04-19 15:00:22,1.50,2,0.995,7.86
2022-04-19 15:00:23,5.01,5,5.03,7.90
2022-04-19 15:00:24,2.50,2,3,7.76
2022-04-19 15:00:25,2.50,5,0,7.69
2022-04-19 15:00:26,3,3,3,7.55
2022-04-19 15:00:27,1.49,2.98,0,7.34
2022-04-19 15:00:28,3.52,4.03,3.02,7.24
2022-04-19 15:00:29,5,7,3,7.45
2022-04-19 15:00:30,4.50,4,5,7.48
2022-04-19 15:00:31,3,3,3,7.48
2022-04-19 15:00:32,5,6,4,7.36
2022-04-19 15:00:33,3.50,5,2,7.41
2022-04-19 15:00:34,5.50,6,5,7.38
2022-04-19 15:00:35,3,5,1,7.48
2022-04-19 15:00:36,3,3,3,7.38
2022-04-19 15:00:37,4,2,6,7.21
2022-04-19 15:00:38,3,2,4,7.31
2022-04-19 15:00:39,6,4,8,7.20
2022-04-19 15:00:40,1.50,2,1,7.20
2022-04-19 15:00:41,3,2,4,7.38
2022-04-19 15:00:42,6.50,7,6,7.55
2022-04-19 15:00:43,1,2,0,7.38
2022-04-19 15:00:44,2.49,1,3.98,7.24
2022-04-19 15:00:45,4.52,3,6.03,7.24
2022-04-19 15:00:46,5.50,6,5,7.24
2022-04-19 15:00:47,4.50,6,3,7.28
2022-04-19 15:00:48,3.50,3,4,7.28
2022-04-19 15:00:49,5,4,6,7.31
2022-04-19 15:00:50,3.50,4,3,7.31
2022-04-19 15:00:51,3.50,2,5,7.45
2022-04-19 15:00:52,4.50,4,5,7.41
2022-04-19 15:00:53,4,6,2,7.52
2022-04-19 15:00:54,6.50,7,6,7.79
2022-04-19 15:00:55,2,3,1,7.72
2022-04-19 15:00:56,5.50,4,7,8.00
2022-04-19 15:00:57,3.00,5,0.995,7.96
2022-04-19 15:00:58,3.51,2,5.03,7.86
2022-04-19 15:00:59,4,5,3,7.83
2022-04-19 15:01:00,1.50,1,2,7.72
2022-04-19 15:01:01,3.50,3,4,7.62
2022-04-19 15:01:02,3.50,4,3,7.62
2022-04-19 15:01:03,3.49,4,2.97,7.48
2022-04-19 15:01:04,4.02,4,4.04,7.55
2022-04-19 15:01:05,4,3,5,7.62
2022-04-19 15:01:06,1.50,0,3,7.45
2022-04-19 15:01:07,5.50,6,5,7.62
2022-04-19 15:01:08,3,4,2,7.41
2022-04-19 15:01:09,4,4,4,7.59
2022-04-19 15:01:10,6.50,8,5,7.83
2022-04-19 15:01:11,5.50,6,5,7.76
2022-04-19 15:01:12,5,,5,7.88
2022-04-19 15:01:13,2,,2,7.78
2022-04-19 15:01:14,5,,5,8.00
2022-04-19 15:01:15,5,,5,7.82
2022-04-19 15:01:16,4,,4,7.65
2022-04-19 15:01:17,2,,2,7.48
2022-04-19 15:01:18,5,,5,7.72
2022-04-19 15:01:19,5.02,5.02,,7.61
2022-04-19 15:01:20,4,4,,7.52
2022-04-19 15:01:21,4,4,,7.83
2022-04-19 15:01:22,2.01,,2.01,7.65
2022-04-19 15:01:23,7,,7,7.45
2022-04-19 15:01:24,4,,4,7.83
2022-04-19 15:01:25,4.51,6.02,3,7.76
2022-04-19 15:01:26,4.50,2,7,7.86
2022-04-19 15:01:27,5.50,6,5,8
2022-04-19 15:01:28,4,4,4,8
2022-04-19 15:01:29,4,4,,8.00
2022-04-19 15:01:30,3,3,,8.21
2022-04-19 15:01:31,5,6,4,8.31
2022-04-19 15:01:32,4.50,2,7,8.38
2022-04-19 15:01:33,4.50,6,3,8.41
2022-04-19 15:01:34,3.50,4,3,8.38
2022-04-19 15:01:35,4.50,6,3,8.59
2022-04-19 15:01:36,4,4,4,8.48
2022-04-19 15:01:37,3,4,2,8.48
2022-04-19 15:01:38,3.50,6,1,8.45
2022-04-19 15:01:39,3,2,4,8.21
2022-04-19 15:01:40,3.50,5,2,8.07
2022-04-19 15:01:41,5.50,5,6,7.91
2022-04-19 15:01:42,2.50,2,3,8.01
2022-04-19 15:01:43,5.50,5,6,8.21
2022-04-19 15:01:44,2.50,3,2,7.77
2022-04-19 15:01:45,1.50,1,2,7.73
2022-04-19 15:01:46,4.50,4,5,7.96
2022-04-19 15:01:47,4.48,4.96,4,8.10
2022-04-19 15:01:48,4.02,5.05,3,7.82
2022-04-19 15:01:49,2.50,4,1,7.84
2022-04-19 15:01:50,3,3,3,7.86
2022-04-19 15:01:51,4.50,5,4,7.69
2022-04-19 15:01:52,3,3,3,7.65
2022-04-19 15:01:53,4.00,6,1.99,7.79
2022-04-19 15:01:54,5.51,7,4.02,7.86
2022-04-19 15:01:55,4,4,4,7.83
2022-04-19 15:01:56,5.50,4,7,7.83
2022-04-19 15:01:57,3.50,3,4,7.79
2022-04-19 15:01:58,5,5,,7.53
2022-04-19 15:01:59,5,5,,7.93
2022-04-19 15:02:00,5.51,4,7.02,7.97
2022-04-19 15:02:01,4,5,3,7.93
2022-04-19 15:02:02,5,6,4,7.97
2022-04-19 15:02:03,3,4,2,7.93
2022-04-19 15:02:04,4.50,5,4,7.93
2022-04-19 15:02:05,2.50,3,2,7.83
2022-04-19 15:02:06,3,3,,7.69
2022-04-19 15:02:07,4,4,,8.00
2022-04-19 15:02:08,4.51,5,4.01,8.10
2022-04-19 15:02:09,4,1,7,8.14
2022-04-19 15:02:10,7,7,,7.96
2022-04-19 15:02:11,1,1,,8.17
2022-04-19 15:02:12,5,7,3,8.14
2022-04-19 15:02:13,5,4,6,8.31
2022-04-19 15:02:14,4,4,4,8.48
2022-04-19 15:02:15,,,,8.16
2022-04-19 15:02:16,,,,8.18
2022-04-19 15:02:17,4.01,4.01,,8.41
2022-04-19 15:02:18,4.51,5,4.01,8.55
2022-04-19 15:02:19,4,3,5,8.62
2022-04-19 15:02:20,3,1,5,8.52
2022-04-19 15:02:21,4,5,3,8.59
2022-04-19 15:02:22,3.50,4,3,8.55
2022-04-19 15:02:23,3.50,2,5,8.41
2022-04-19 15:02:24,3,1,5,8.34
2022-04-19 15:02:25,4,3,5,8.24
2022-04-19 15:02:26,1.50,1,2,8.10
2022-04-19 15:02:27,3,3,3,7.94
2022-04-19 15:02:28,3,1,5,7.83
2022-04-19 15:02:29,1,0,2,7.52
2022-04-19 15:02:30,1,2,0,7.31
2022-04-19 15:02:31,3,2,4,7.17
2022-04-19 15:02:32,4.50,4,5,7.28
2022-04-19 15:02:33,3.50,3,4,7.21
2022-04-19 15:02:34,4.50,6,3,7.34
2022-04-19 15:02:35,3.50,1,6,7.24
2022-04-19 15:02:36,3.50,3,4,7.21
2022-04-19 15:02:37,3.50,3,4,7.14
2022-04-19 15:02:38,4.50,4,5,7.17
2022-04-19 15:02:39,4,3,5,7.03
2022-04-19 15:02:40,3.99,2,5.98,7.14
2022-04-19 15:02:41,4.50,6,3.01,7.10
2022-04-19 15:02:42,4.50,6,3,7.07
2022-04-19 15:02:43,3,2,4,7.00
2022-04-19 15:02:44,3.50,3,4,6.60
2022-04-19 15:02:45,3.50,3,4,6.84
2022-04-19 15:02:46,3,1,5,6.86
2022-04-19 15:02:47,3.50,3,4,6.79
2022-04-19 15:02:48,3.50,3,4,6.76
2022-04-19 15:02:49,2,1,3,6.69
2022-04-19 15:02:50,3.50,5,2,6.66
2022-04-19 15:02:51,4,4,4,6.69
2022-04-19 15:02:52,4,1,7,6.72
2022-04-19 15:02:53,3,1,5,6.72
2022-04-19 15:02:54,3,2,4,6.66
2022-04-19 15:02:55,2,2,2,6.69
2022-04-19 15:02:56,2.50,2,3,6.66
2022-04-19 15:02:57,3,3,3,6.66
2022-04-19 15:02:58,2.50,2,3,6.76
2022-04-19 15:02:59,4.50,4,5,7.00
2022-04-19 15:03:00,4,4,,6.89
2022-04-19 15:03:01,2,2,,6.65
2022-04-19 15:03:02,4,4,,6.55
2022-04-19 15:03:03,0,0,,6.25
2022-04-19 15:03:04,2,2,,6.90
2022-04-19 15:03:05,1,1,,6.66
2022-04-19 15:03:06,3,3,,6.52
2022-04-19 15:03:07,4,4,,6.83
2022-04-19 15:03:08,3.51,4,3.01,6.79
2022-04-19 15:03:09,3,3,,6.60
2022-04-19 15:03:10,0,0,,6.48
2022-04-19 15:03:11,3,3,,6.26
2022-04-19 15:03:12,3,3,,6.16
2022-04-19 15:03:13,3,3,,6.03
2022-04-19 15:03:14,3,3,,5.89
2022-04-19 15:03:15,2,2,,5.76
2022-04-19 15:03:16,3,3,,5.63
2022-04-19 15:03:17,6,6,,5.60
2022-04-19 15:03:18,2,2,,5.54
2022-04-19 15:03:19,1,1,,5.34
2022-04-19 15:03:20,2,2,,6.65
2022-04-19 15:03:21,5.02,6,4.04,6.72
2022-04-19 15:03:22,4,,4,6.67
2022-04-19 15:03:23,5,,5,6.93
2022-04-19 15:03:24,4.51,6.01,3,7.10
2022-04-19 15:03:25,6.50,7,6,7.38
2022-04-19 15:03:26,7,7,,7.56
