"Time","Average Request Rate","edge-server-cv-74d975f7cd-dh5z7 Requests/2s","edge-server-cv-74d975f7cd-rtzfz Requests/2s","avg_requests/30"
2022-04-18 16:11:23,1,1,1,1.66
2022-04-18 16:11:24,0.500,0,1,1.69
2022-04-18 16:11:25,1.50,2,1,1.79
2022-04-18 16:11:26,1,1,1,1.86
2022-04-18 16:11:27,0.500,1,0,1.79
2022-04-18 16:11:28,1,1,1,1.76
2022-04-18 16:11:29,2,1,3,1.90
2022-04-18 16:11:30,1.50,1,2,1.90
2022-04-18 16:11:31,0.500,0,1,1.83
2022-04-18 16:11:32,0.500,0,1,1.76
2022-04-18 16:11:33,0.500,0,1,1.79
2022-04-18 16:11:34,1.50,1,2,1.79
2022-04-18 16:11:35,3,2,4,1.93
2022-04-18 16:11:36,1.50,1,2,2.03
2022-04-18 16:11:37,1.50,3,0,2.10
2022-04-18 16:11:38,1.50,3,0,2.10
2022-04-18 16:11:39,0.500,1,0,2.10
2022-04-18 16:11:40,0.500,1,0,2.14
2022-04-18 16:11:41,0.500,1,0,2.10
2022-04-18 16:11:42,2,2,2,2.21
2022-04-18 16:11:43,0,0,0,2.07
2022-04-18 16:11:44,1,1,1,2.03
2022-04-18 16:11:45,1.50,2,1,2.03
2022-04-18 16:11:46,1.50,1,2,2.10
2022-04-18 16:11:47,0.500,0,1,2.10
2022-04-18 16:11:48,1.50,1.00,2,2.14
2022-04-18 16:11:49,2,3,1,2.14
2022-04-18 16:11:50,0.500,1,0,2.17
2022-04-18 16:11:51,0.999,0.998,1,2.24
2022-04-18 16:11:52,1.50,1.00,2,2.28
2022-04-18 16:11:53,0.500,1,0,2.28
2022-04-18 16:11:54,1,1,1,2.24
2022-04-18 16:11:55,1,2,0,2.24
2022-04-18 16:11:56,1,1,1,2.28
2022-04-18 16:11:57,2,2,2,2.34
2022-04-18 16:11:58,0,0,0,2.21
2022-04-18 16:11:59,1,2,0,2.17
2022-04-18 16:12:00,1,0,2,2.21
2022-04-18 16:12:01,0,0,0,2.17
2022-04-18 16:12:02,0.500,0,1,2.17
2022-04-18 16:12:03,0.500,1,0,2.10
2022-04-18 16:12:04,1.50,3,0,2
2022-04-18 16:12:05,1,0,2,1.97
2022-04-18 16:12:06,0,0,0,1.86
2022-04-18 16:12:07,0.500,0,1,1.79
2022-04-18 16:12:08,0.500,1,0,1.79
2022-04-18 16:12:09,2.01,2,2.01,1.90
2022-04-18 16:12:10,1,1,1,1.93
2022-04-18 16:12:11,1,1,1,1.86
2022-04-18 16:12:12,0,0,0,1.86
2022-04-18 16:12:13,1.51,0,3.01,1.90
2022-04-18 16:12:14,0.500,0,1,1.83
2022-04-18 16:12:15,1,1,1,1.79
2022-04-18 16:12:16,0.500,0,1,1.79
2022-04-18 16:12:17,0.500,0,1,1.72
2022-04-18 16:12:18,1,0,2,1.66
2022-04-18 16:12:19,1.50,2,1,1.72
2022-04-18 16:12:20,2,2,2,1.79
2022-04-18 16:12:21,0.500,0,1,1.72
2022-04-18 16:12:22,2,1,3,1.83
2022-04-18 16:12:23,2,1,3,1.90
2022-04-18 16:12:24,0,0,0,1.83
2022-04-18 16:12:25,0,0,0,1.76
2022-04-18 16:12:26,0,0,0,1.62
2022-04-18 16:12:27,1,1,1,1.69
2022-04-18 16:12:28,1,2,0,1.69
2022-04-18 16:12:29,0.500,1,0,1.66
2022-04-18 16:12:30,2.50,2,3,1.83
2022-04-18 16:12:31,0.500,0,1,1.83
2022-04-18 16:12:32,0.500,1,0,1.83
2022-04-18 16:12:33,0.500,1,0,1.76
2022-04-18 16:12:34,0.500,0,1,1.72
2022-04-18 16:12:35,2,2,2,1.86
2022-04-18 16:12:36,0.500,0,1,1.86
2022-04-18 16:12:37,0,0,0,1.83
2022-04-18 16:12:38,1.50,2,0.992,1.79
2022-04-18 16:12:39,1.50,2,1.00,1.83
2022-04-18 16:12:40,0.502,0,1.00,1.79
2022-04-18 16:12:41,0.500,1,0,1.83
2022-04-18 16:12:42,0.500,0,1,1.76
2022-04-18 16:12:43,2,4,0,1.86
2022-04-18 16:12:44,1,2,0,1.86
2022-04-18 16:12:45,1,0,2,1.90
2022-04-18 16:12:46,1,1,1,1.93
2022-04-18 16:12:47,0,0,0,1.86
2022-04-18 16:12:48,1,1,1,1.83
2022-04-18 16:12:49,1,2,0,1.76
2022-04-18 16:12:50,1,2,0,1.79
2022-04-18 16:12:51,0,0,0,1.66
2022-04-18 16:12:52,1,0,2,1.59
2022-04-18 16:12:53,1,1,1,1.66
2022-04-18 16:12:54,1,1,1,1.72
2022-04-18 16:12:55,0.500,1,0,1.76
2022-04-18 16:12:56,0.500,0,1,1.72
2022-04-18 16:12:57,2,1,3,1.79
2022-04-18 16:12:58,1.50,1,2,1.86
2022-04-18 16:12:59,2.50,3,2,1.86
2022-04-18 16:13:00,2.50,2,3,2.00
2022-04-18 16:13:01,1,2,0,2.03
2022-04-18 16:13:02,0,0,0,2.00
2022-04-18 16:13:03,1.50,3,0,2.07
2022-04-18 16:13:04,1.50,1,2,2.03
2022-04-18 16:13:05,1,0,2,2.07
2022-04-18 16:13:06,0.500,0,1,2.10
2022-04-18 16:13:07,0.500,1,0,2.03
2022-04-18 16:13:08,1,1,1,2.00
2022-04-18 16:13:09,0,0,0,1.97
2022-04-18 16:13:10,0.500,1,0,1.97
2022-04-18 16:13:11,1,0,2,2
2022-04-18 16:13:12,0,0,0,1.86
2022-04-18 16:13:13,0.500,0,1,1.83
2022-04-18 16:13:14,0,0,0,1.76
2022-04-18 16:13:15,0.500,1,0,1.72
2022-04-18 16:13:16,0,0,0,1.72
2022-04-18 16:13:17,0.500,0,1,1.69
2022-04-18 16:13:18,0.500,1,0,1.66
2022-04-18 16:13:19,2.50,1,4,1.76
2022-04-18 16:13:20,1,1,1,1.83
2022-04-18 16:13:21,0.999,1,0.997,1.83
2022-04-18 16:13:22,1.00,0,2.01,1.83
2022-04-18 16:13:23,0,0,0,1.76
2022-04-18 16:13:24,1.50,2,1,1.83
2022-04-18 16:13:25,1,1,1,1.86
2022-04-18 16:13:26,0.500,1,0,1.76
2022-04-18 16:13:27,1.50,2,1,1.76
2022-04-18 16:13:28,0,0,0,1.59
2022-04-18 16:13:29,0.500,1,0,1.45
2022-04-18 16:13:30,0.500,0,1,1.41
2022-04-18 16:13:31,2,4,0,1.55
2022-04-18 16:13:32,2,2,2,1.59
2022-04-18 16:13:33,1,1,1,1.55
2022-04-18 16:13:34,0.994,1.99,0,1.55
2022-04-18 16:13:35,1.51,2.01,1,1.62
2022-04-18 16:13:36,1.50,1,2,1.69
2022-04-18 16:13:37,0,0,0,1.62
2022-04-18 16:13:38,1.50,2,1,1.72
2022-04-18 16:13:39,0,0,0,1.69
2022-04-18 16:13:40,0.500,1,0,1.66
2022-04-18 16:13:41,0.500,1,0,1.69
2022-04-18 16:13:42,1,1,1,1.72
2022-04-18 16:13:43,1.50,2,1,1.83
2022-04-18 16:13:44,0,0,0,1.79
2022-04-18 16:13:45,1.50,0,3,1.90
2022-04-18 16:13:46,0,0,0,1.86
2022-04-18 16:13:47,2.00,3.01,1,1.97
2022-04-18 16:13:48,1,1,1,1.86
2022-04-18 16:13:49,1.50,2,0.991,1.90
2022-04-18 16:13:50,2.01,2,2.02,1.97
2022-04-18 16:13:51,2,4,0,2.03
2022-04-18 16:13:52,0.502,0,1.00,2.07
2022-04-18 16:13:53,0,0,0,1.97
2022-04-18 16:13:54,0,0,0,1.90
2022-04-18 16:13:55,1,0,2,1.93
2022-04-18 16:13:56,2,2,2,1.97
2022-04-18 16:13:57,1.50,1,2,2.07
2022-04-18 16:13:58,2.50,2,3,2.21
2022-04-18 16:13:59,0.500,1,0,2.21
2022-04-18 16:14:00,2,3,1,2.21
2022-04-18 16:14:01,3.50,1,6,2.31
2022-04-18 16:14:02,1.50,0,3,2.34
2022-04-18 16:14:03,1.50,2,1,2.38
2022-04-18 16:14:04,0.500,0,1,2.31
2022-04-18 16:14:05,1,2,0,2.28
2022-04-18 16:14:06,1,0,2,2.34
2022-04-18 16:14:07,0.500,0,1,2.28
2022-04-18 16:14:08,1,1,1,2.34
2022-04-18 16:14:09,2.50,2,3,2.48
2022-04-18 16:14:10,1,2,0,2.52
2022-04-18 16:14:11,0.500,1,0,2.48
2022-04-18 16:14:12,1,0,2,2.45
2022-04-18 16:14:13,1.50,2,1,2.55
2022-04-18 16:14:14,0.500,1,0,2.48
2022-04-18 16:14:15,1,0,2,2.55
2022-04-18 16:14:16,0.500,1,0,2.45
2022-04-18 16:14:17,1.50,1,2,2.48
2022-04-18 16:14:18,1.50,2,1,2.48
2022-04-18 16:14:19,1,0,2,2.41
2022-04-18 16:14:20,0.500,0,1,2.31
2022-04-18 16:14:21,0.500,0,1,2.31
2022-04-18 16:14:22,1,0,2,2.38
2022-04-18 16:14:23,0.500,0,1,2.41
2022-04-18 16:14:24,1,2,0,2.41
2022-04-18 16:14:25,2.00,2,2.01,2.41
2022-04-18 16:14:26,1,0,2,2.38
2022-04-18 16:14:27,2.50,3,2,2.38
2022-04-18 16:14:28,1.50,1,2,2.45
2022-04-18 16:14:29,1,2,0,2.38
2022-04-18 16:14:30,1,1,1,2.21
2022-04-18 16:14:31,1,1,1,2.17
2022-04-18 16:14:32,2,2,2,2.21
2022-04-18 16:14:33,0,0,0,2.17
2022-04-18 16:14:34,1,1,1,2.17
2022-04-18 16:14:35,0,0,0,2.10
2022-04-18 16:14:36,0.500,0,1,2.10
2022-04-18 16:14:37,0.500,0,1,2.07
2022-04-18 16:14:38,2,2,2,2.03
2022-04-18 16:14:39,1.50,2,1,2.07
2022-04-18 16:14:40,0.500,0,1,2.07
2022-04-18 16:14:41,0.500,0,1,2.03
2022-04-18 16:14:42,0.500,0,1,1.97
2022-04-18 16:14:43,1.50,1,2,2.03
2022-04-18 16:14:44,1,1,1,2.03
2022-04-18 16:14:45,1,1,1,2.07
2022-04-18 16:14:46,1,0,2,2.03
2022-04-18 16:14:47,1.50,2,1,2.03
2022-04-18 16:14:48,1.50,1,2,2.07
2022-04-18 16:14:49,1,2,0,2.10
2022-04-18 16:14:50,0,0,0,2.07
2022-04-18 16:14:51,1,0,2,2.07
2022-04-18 16:14:52,0.500,0,1,2.07
2022-04-18 16:14:53,0.500,1,0,2.03
2022-04-18 16:14:54,1,2,0,1.97
2022-04-18 16:14:55,1,2,0,1.97
2022-04-18 16:14:56,1.50,1,2,1.90
2022-04-18 16:14:57,0,0,0,1.79
2022-04-18 16:14:58,0,0,0,1.72
2022-04-18 16:14:59,0,0,0,1.66
2022-04-18 16:15:00,1.50,2,1,1.69
2022-04-18 16:15:01,2,2,2,1.69
2022-04-18 16:15:02,0,0,0,1.69
2022-04-18 16:15:03,2,1,3,1.76
2022-04-18 16:15:04,1.50,1,2,1.86
2022-04-18 16:15:05,2,2,2,1.97
2022-04-18 16:15:06,1,0,2,2
2022-04-18 16:15:07,1.50,0,3,1.97
2022-04-18 16:15:08,2,3,1,2.00
2022-04-18 16:15:09,1.50,1,2,2.07
2022-04-18 16:15:10,1,0,2,2.10
2022-04-18 16:15:11,1,1,1,2.14
2022-04-18 16:15:12,0.500,0,1,2.07
2022-04-18 16:15:13,2,2,2,2.14
2022-04-18 16:15:14,1.50,0,3,2.17
2022-04-18 16:15:15,0.500,1,0,2.14
2022-04-18 16:15:16,0,0,0,2.03
2022-04-18 16:15:17,1.50,0,3,2.03
2022-04-18 16:15:18,0.500,1,0,2
2022-04-18 16:15:19,0.498,0,0.996,2.03
2022-04-18 16:15:20,1.00,1,1.00,2.03
2022-04-18 16:15:21,1.50,2,1,2.10
2022-04-18 16:15:22,0,0,0,2.07
2022-04-18 16:15:23,0,0,0,2
2022-04-18 16:15:24,1.50,2,1,2.03
2022-04-18 16:15:25,0.500,1,0,1.97
2022-04-18 16:15:26,0.500,0,1,2
2022-04-18 16:15:27,0,0,0,2
2022-04-18 16:15:28,1.50,2,1,2.10
2022-04-18 16:15:29,2,2,2,2.14
2022-04-18 16:15:30,1,2,0,2.07
2022-04-18 16:15:31,1.50,1,2,2.17
2022-04-18 16:15:32,0,0,0,2.03
2022-04-18 16:15:33,1,2,0,2
2022-04-18 16:15:34,1,1,1,1.93
2022-04-18 16:15:35,1.50,2,1,1.97
2022-04-18 16:15:36,1.50,0,3,1.97
2022-04-18 16:15:37,1,2,0,1.90
2022-04-18 16:15:38,1,1,1,1.86
2022-04-18 16:15:39,1.50,1,2,1.90
2022-04-18 16:15:40,1,0,2,1.90
2022-04-18 16:15:41,0,0,0,1.86
2022-04-18 16:15:42,0.500,1,0,1.76
2022-04-18 16:15:43,1,1,1,1.72
2022-04-18 16:15:44,2,3,1,1.83
2022-04-18 16:15:45,0,0,0,1.83
2022-04-18 16:15:46,0.500,0,1,1.76
2022-04-18 16:15:47,1,1,1,1.79
2022-04-18 16:15:48,2,2,2,1.90
2022-04-18 16:15:49,2.50,3,2,2.00
2022-04-18 16:15:50,1.50,0,3,2
2022-04-18 16:15:51,1.50,3,0,2.10
2022-04-18 16:15:52,0.500,1,0,2.14
2022-04-18 16:15:53,0.500,1,0,2.07
2022-04-18 16:15:54,1,1,1,2.10
2022-04-18 16:15:55,2,1,3,2.21
2022-04-18 16:15:56,1,2,0,2.28
2022-04-18 16:15:57,1,2,0,2.24
2022-04-18 16:15:58,1.50,3,0,2.21
2022-04-18 16:15:59,0,0,0,2.14
2022-04-18 16:16:00,1,2,0,2.10
2022-04-18 16:16:01,0.500,1,0,2.14
2022-04-18 16:16:02,1,2,0,2.14
2022-04-18 16:16:03,1,2,0,2.14
2022-04-18 16:16:04,1.50,3,0,2.14
2022-04-18 16:16:05,1.50,2,1,2.14
2022-04-18 16:16:06,0,0,0,2.07
2022-04-18 16:16:07,1,0,2,2.07
2022-04-18 16:16:08,1,0,2,2.03
2022-04-18 16:16:09,2,2,2,2.10
2022-04-18 16:16:10,0.500,1,0,2.14
2022-04-18 16:16:11,0.500,0,1,2.14
2022-04-18 16:16:12,1,2,0,2.14
2022-04-18 16:16:13,0.500,0,1,2.03
2022-04-18 16:16:14,2,1,3,2.17
2022-04-18 16:16:15,1,1,1,2.21
2022-04-18 16:16:16,0.500,0,1,2.17
2022-04-18 16:16:17,1,0,2,2.10
2022-04-18 16:16:18,1.50,1,2,2.03
2022-04-18 16:16:19,1,1,1,2
2022-04-18 16:16:20,2,1,3,2.03
2022-04-18 16:16:21,0,0,0,2
2022-04-18 16:16:22,1.50,2,1,2.07
2022-04-18 16:16:23,1,1,1,2.07
2022-04-18 16:16:24,1.50,2,1,2.03
2022-04-18 16:16:25,1,2,0,2.03
2022-04-18 16:16:26,1,1,1,2.03
2022-04-18 16:16:27,0,0,0,1.93
2022-04-18 16:16:28,0.500,1,0,1.97
2022-04-18 16:16:29,2,2,2,2.03
2022-04-18 16:16:30,0.500,0,1,2.03
2022-04-18 16:16:31,0.503,1.01,0,2
2022-04-18 16:16:32,0.500,1,0,1.97
2022-04-18 16:16:33,0.500,0,1,1.90
2022-04-18 16:16:34,1,1,1,1.86
2022-04-18 16:16:35,1,0,2,1.93
2022-04-18 16:16:36,1.50,1,2,1.97
2022-04-18 16:16:37,0.500,1,0,1.93
2022-04-18 16:16:38,2,1,3,1.93
2022-04-18 16:16:39,1,1,1,1.97
2022-04-18 16:16:40,0.500,1,0,1.97
2022-04-18 16:16:41,1.50,3,0,2
2022-04-18 16:16:42,0.500,0,1,2
2022-04-18 16:16:43,2.50,3,2,2.03
2022-04-18 16:16:44,0,0,0,1.97
2022-04-18 16:16:45,2.50,1,4,2.10
2022-04-18 16:16:46,0.500,0,1,2.07
2022-04-18 16:16:47,1.50,2,1,2.07
2022-04-18 16:16:48,1,1,1,2.07
2022-04-18 16:16:49,1.50,3,0,2.03
2022-04-18 16:16:50,0.500,1,0,2.07
2022-04-18 16:16:51,0.500,0,1,2
2022-04-18 16:16:52,1,2,0,2
2022-04-18 16:16:53,0.500,1,0,1.93
2022-04-18 16:16:54,1.50,1,2,1.97
2022-04-18 16:16:55,1.50,2,1,2
2022-04-18 16:16:56,3,1,5,2.21
2022-04-18 16:16:57,1,1,1,2.24
2022-04-18 16:16:58,0,0,0,2.10
2022-04-18 16:16:59,0.500,1,0,2.10
2022-04-18 16:17:00,1.50,2,1,2.17
2022-04-18 16:17:01,1,0,2,2.21
2022-04-18 16:17:02,1.50,1,2,2.28
2022-04-18 16:17:03,1.50,1,2,2.31
2022-04-18 16:17:04,1.50,1,2,2.34
2022-04-18 16:17:05,1,1,1,2.31
2022-04-18 16:17:06,1.50,1,2,2.38
2022-04-18 16:17:07,1.49,1,1.99,2.34
2022-04-18 16:17:08,1.50,2,1.01,2.38
2022-04-18 16:17:09,2,1,3,2.48
2022-04-18 16:17:10,0,0,0,2.38
2022-04-18 16:17:11,0,0,0,2.34
2022-04-18 16:17:12,0.500,1,0,2.21
2022-04-18 16:17:13,0,0,0,2.21
2022-04-18 16:17:14,0.500,0,1,2.07
2022-04-18 16:17:15,1.50,3,0,2.14
2022-04-18 16:17:16,0.500,0,1,2.07
2022-04-18 16:17:17,1,1,1,2.07
2022-04-18 16:17:18,1,2,0,2.03
2022-04-18 16:17:19,0.990,0,1.98,2.07
2022-04-18 16:17:20,1.51,2,1.01,2.14
2022-04-18 16:17:21,1.50,2,1,2.17
2022-04-18 16:17:22,1,1,1,2.21
2022-04-18 16:17:23,1,1,1,2.17
2022-04-18 16:17:24,0,0,0,2.07
2022-04-18 16:17:25,0.500,0,1,1.90
2022-04-18 16:17:26,0.498,0,0.996,1.86
2022-04-18 16:17:27,1,2,0,1.93
2022-04-18 16:17:28,2,2,2,2.03
2022-04-18 16:17:29,0.500,1,0,1.97
2022-04-18 16:17:30,0.500,1,0,1.93
2022-04-18 16:17:31,1.50,1,2,1.93
2022-04-18 16:17:32,0.996,0.992,1,1.90
2022-04-18 16:17:33,0.500,0,1,1.83
2022-04-18 16:17:34,0,0,0,1.76
2022-04-18 16:17:35,0.500,0,1,1.69
2022-04-18 16:17:36,0.500,0,1,1.62
2022-04-18 16:17:37,0.500,1,0,1.55
2022-04-18 16:17:38,2,1,3,1.55
2022-04-18 16:17:39,1,2,0,1.62
2022-04-18 16:17:40,1,0,2,1.69
2022-04-18 16:17:41,1.50,1,2,1.76
2022-04-18 16:17:42,1,2,0,1.83
2022-04-18 16:17:43,2,4,0,1.93
2022-04-18 16:17:44,3,3,3,2.03
2022-04-18 16:17:45,0,0,0,2
2022-04-18 16:17:46,1.50,0,3,2.03
2022-04-18 16:17:47,1.50,2,1,2.07
2022-04-18 16:17:48,0,0,0,2.00
2022-04-18 16:17:49,1,2,0,1.97
2022-04-18 16:17:50,0.500,0,1,1.90
2022-04-18 16:17:51,1,2,0,1.90
2022-04-18 16:17:52,1,1,1,1.90
2022-04-18 16:17:53,0.500,1,0,1.93
2022-04-18 16:17:54,0.500,1,0,1.93
2022-04-18 16:17:55,1,1,1,1.97
2022-04-18 16:17:56,2,3,1,2.03
2022-04-18 16:17:57,1,1,1,1.97
2022-04-18 16:17:58,0,0,0,1.93
2022-04-18 16:17:59,2,2,2,2.03
2022-04-18 16:18:00,1,1,1,2
2022-04-18 16:18:01,1,1,1,2.00
2022-04-18 16:18:02,0,0,0,1.97
2022-04-18 16:18:03,1.50,3,0,2.07
2022-04-18 16:18:04,0.500,0,1,2.07
2022-04-18 16:18:05,2,1,3,2.17
2022-04-18 16:18:06,0,0,0,2.14
2022-04-18 16:18:07,1,1,1,2.07
2022-04-18 16:18:08,1.50,1,2,2.10
2022-04-18 16:18:09,2,2,2,2.17
2022-04-18 16:18:10,1,1,1,2.14
2022-04-18 16:18:11,2,4,0,2.21
2022-04-18 16:18:12,0.500,0,1,2.10
2022-04-18 16:18:13,2,2,2,2.03
2022-04-18 16:18:14,1,1,1,2.10
2022-04-18 16:18:15,0.500,1,0,2.03
2022-04-18 16:18:16,0,0,0,1.93
2022-04-18 16:18:17,1,0,2,2
2022-04-18 16:18:18,1,1,1,2
2022-04-18 16:18:19,2,3,1,2.10
2022-04-18 16:18:20,1,1,1,2.10
2022-04-18 16:18:21,2.50,3,2,2.21
2022-04-18 16:18:22,0.500,0,1,2.21
2022-04-18 16:18:23,0,0,0,2.17
2022-04-18 16:18:24,0.500,1,0,2.14
2022-04-18 16:18:25,2,2,2,2.14
2022-04-18 16:18:26,0.500,1,0,2.10
2022-04-18 16:18:27,1,0,2,2.17
2022-04-18 16:18:28,2,1,3,2.17
2022-04-18 16:18:29,0.500,1,0,2.14
2022-04-18 16:18:30,0.500,1,0,2.10
2022-04-18 16:18:31,2.50,2,3,2.28
2022-04-18 16:18:32,0.500,1,0,2.21
2022-04-18 16:18:33,0,0,0,2.17
2022-04-18 16:18:34,1.50,0,3,2.14
2022-04-18 16:18:35,2,2,2,2.28
2022-04-18 16:18:36,0.500,1,0,2.24
2022-04-18 16:18:37,0.500,1,0,2.17
2022-04-18 16:18:38,1,1,1,2.10
2022-04-18 16:18:39,0.499,0,0.997,2.07
2022-04-18 16:18:40,1.00,1,1.00,2
2022-04-18 16:18:41,1,0,2,2.03
2022-04-18 16:18:42,1.50,2,1,2
2022-04-18 16:18:43,1,1,1,2
2022-04-18 16:18:44,1.50,2,1,2.07
2022-04-18 16:18:45,0,0,0,2.07
2022-04-18 16:18:46,1.50,3,0,2.10
2022-04-18 16:18:47,2,2,2,2.17
2022-04-18 16:18:48,1,1,1,2.10
2022-04-18 16:18:49,1,0,2,2.10
2022-04-18 16:18:50,1.50,1,2,2.03
2022-04-18 16:18:51,0.500,1,0,2.03
2022-04-18 16:18:52,1,0,2,2.10
2022-04-18 16:18:53,0.500,0,1,2.10
2022-04-18 16:18:54,1.50,2,1,2.07
2022-04-18 16:18:55,0.500,0,1,2.07
2022-04-18 16:18:56,1.50,3,0,2.10
2022-04-18 16:18:57,0.500,1,0,2
2022-04-18 16:18:58,1,1,1,2.03
2022-04-18 16:18:59,0.500,1,0,2.03
2022-04-18 16:19:00,0.500,0,1,1.90
2022-04-18 16:19:01,1.50,2,1,1.97
2022-04-18 16:19:02,1.50,0,3,2.07
2022-04-18 16:19:03,1,0,2,2.03
2022-04-18 16:19:04,0.498,0,0.996,1.93
2022-04-18 16:19:05,1.50,1,2.01,2
2022-04-18 16:19:06,1,1,1,2.03
2022-04-18 16:19:07,1.50,1,2,2.07
2022-04-18 16:19:08,1.50,3,0,2.14
2022-04-18 16:19:09,0.504,0,1.01,2.10
2022-04-18 16:19:10,1.50,2,1,2.14
2022-04-18 16:19:11,0.500,0,1,2.07
2022-04-18 16:19:12,1,1,1,2.07
2022-04-18 16:19:13,0.500,1,0,2
2022-04-18 16:19:14,1.50,2,1,2.10
2022-04-18 16:19:15,1,2,0,2.07
2022-04-18 16:19:16,1,0,2,2
2022-04-18 16:19:17,1,1,1,2
2022-04-18 16:19:18,2,3,1,2.07
2022-04-18 16:19:19,0.500,0,1,2
2022-04-18 16:19:20,2.50,3,2,2.14
2022-04-18 16:19:21,2,3,1,2.21
2022-04-18 16:19:22,1,2,0,2.24
2022-04-18 16:19:23,0.500,1,0,2.17
2022-04-18 16:19:24,2,3,1,2.28
2022-04-18 16:19:25,0.500,1,0,2.21
2022-04-18 16:19:26,0.500,1,0,2.21
2022-04-18 16:19:27,0.500,0,1,2.17
2022-04-18 16:19:28,1.50,1,2,2.24
2022-04-18 16:19:29,2.50,3,2,2.38
2022-04-18 16:19:30,0.500,0,1,2.31
2022-04-18 16:19:31,1.50,2,1,2.31
2022-04-18 16:19:32,0.500,1,0,2.28
2022-04-18 16:19:33,0.500,0,1,2.28
2022-04-18 16:19:34,1.50,2,1,2.28
2022-04-18 16:19:35,2,1,3,2.34
2022-04-18 16:19:36,0,0,0,2.24
2022-04-18 16:19:37,0,0,0,2.14
2022-04-18 16:19:38,0,0,0,2.10
2022-04-18 16:19:39,1,0,2,2.07
2022-04-18 16:19:40,1,1,1,2.10
2022-04-18 16:19:41,1.50,3,0,2.14
2022-04-18 16:19:42,0.998,1,0.996,2.17
2022-04-18 16:19:43,1.00,1,1.00,2.14
2022-04-18 16:19:44,0,0,0,2.07
2022-04-18 16:19:45,1,1,1,2.07
2022-04-18 16:19:46,1,0,2,2.07
2022-04-18 16:19:47,1,0,2,2
2022-04-18 16:19:48,1.50,0,3,2.07
2022-04-18 16:19:49,1,1,1,1.97
2022-04-18 16:19:50,0.500,0,1,1.86
2022-04-18 16:19:51,0.500,1,0,1.83
2022-04-18 16:19:52,0,0,0,1.79
2022-04-18 16:19:53,0.498,0.996,0,1.69
2022-04-18 16:19:54,2.00,1.00,3,1.79
2022-04-18 16:19:55,0.500,0,1,1.79
2022-04-18 16:19:56,0.500,1,0,1.79
2022-04-18 16:19:57,0.500,1,0,1.72
2022-04-18 16:19:58,0.500,0,1,1.59
2022-04-18 16:19:59,0,0,0,1.55
2022-04-18 16:20:00,0.500,1,0,1.48
2022-04-18 16:20:01,1.50,1,2,1.55
2022-04-18 16:20:02,1,2,0,1.59
2022-04-18 16:20:03,1.50,3,0,1.59
2022-04-18 16:20:04,0,0,0,1.45
2022-04-18 16:20:05,1,2,0,1.52
2022-04-18 16:20:06,0.500,0,1,1.55
2022-04-18 16:20:07,1.50,2,1,1.66
2022-04-18 16:20:08,1.50,2,1,1.69
2022-04-18 16:20:09,1,2,0,1.69
2022-04-18 16:20:10,1,1,1,1.66
2022-04-18 16:20:11,2.50,4,1,1.76
2022-04-18 16:20:12,0,0,0,1.69
2022-04-18 16:20:13,0,0,0,1.69
2022-04-18 16:20:14,0.500,0,1,1.66
2022-04-18 16:20:15,0.500,1,0,1.62
2022-04-18 16:20:16,1.50,2,1,1.66
2022-04-18 16:20:17,1,1,1,1.62
2022-04-18 16:20:18,1,2,0,1.62
2022-04-18 16:20:19,1,2,0,1.66
2022-04-18 16:20:20,0.500,0,1,1.66
2022-04-18 16:20:21,1,2,0,1.72
2022-04-18 16:20:22,1,0,2,1.76
2022-04-18 16:20:23,1,0,2,1.69
2022-04-18 16:20:24,1,1,1,1.72
2022-04-18 16:20:25,2,3,1,1.83
2022-04-18 16:20:26,1.50,2,1,1.90
2022-04-18 16:20:27,2,1,3,2
2022-04-18 16:20:28,1,1,1,2.07
2022-04-18 16:20:29,1,1,1,2.10
2022-04-18 16:20:30,1,0,2,2.07
2022-04-18 16:20:31,0.500,1,0,2.03
2022-04-18 16:20:32,1,2,0,2
2022-04-18 16:20:33,1,2,0,2.07
2022-04-18 16:20:34,0.500,0,1,2.03
2022-04-18 16:20:35,0.500,1,0,2.03
2022-04-18 16:20:36,0,0,0,1.93
2022-04-18 16:20:37,1,2,0,1.90
2022-04-18 16:20:38,1.50,1,2,1.93
2022-04-18 16:20:39,1.50,1,2,1.97
2022-04-18 16:20:40,1.50,0,3,1.90
2022-04-18 16:20:41,0.500,1,0,1.93
2022-04-18 16:20:42,1,1,1,2.00
2022-04-18 16:20:43,0,0,0,1.97
2022-04-18 16:20:44,0.500,1,0,1.97
2022-04-18 16:20:45,1,0,2,1.93
2022-04-18 16:20:46,1.50,2,1,1.97
2022-04-18 16:20:47,1,1,1,1.97
2022-04-18 16:20:48,1.50,1,2,2
2022-04-18 16:20:49,1,0,2,2.03
2022-04-18 16:20:50,1.50,2,1,2.07
2022-04-18 16:20:51,0,0,0,2
2022-04-18 16:20:52,1.50,2,1,2.03
2022-04-18 16:20:53,1,2,0,2.03
2022-04-18 16:20:54,0.500,1,0,1.93
2022-04-18 16:20:55,0.500,1,0,1.86
2022-04-18 16:20:56,0,0,0,1.72
2022-04-18 16:20:57,0.500,1,0,1.69
2022-04-18 16:20:58,0.500,1,0,1.66
2022-04-18 16:20:59,2,1,3,1.72
2022-04-18 16:21:00,0.500,1,0,1.72
2022-04-18 16:21:01,0,0,0,1.66
