"Time","Average Request Rate","edge-server-cv-74d975f7cd-64tvg Requests/2s","edge-server-cv-74d975f7cd-xj7sb Requests/2s","avg_requests/30"
2022-04-18 16:55:52,1,1,1,3.03
2022-04-18 16:55:53,1.50,1,2,3.10
2022-04-18 16:55:54,2.50,3,2,3.21
2022-04-18 16:55:55,1,1,1,3.06
2022-04-18 16:55:56,1.99,1,2.99,3.14
2022-04-18 16:55:57,1.51,0,3.02,3.17
2022-04-18 16:55:58,1,2,0,3.10
2022-04-18 16:55:59,0,0,0,3.07
2022-04-18 16:56:00,2,3,1,3.07
2022-04-18 16:56:01,1,1,1,3.03
2022-04-18 16:56:02,2.50,2,3,3.07
2022-04-18 16:56:03,0,0,0,3
2022-04-18 16:56:04,1.50,0,3,3.07
2022-04-18 16:56:05,1.50,1,2,2.97
2022-04-18 16:56:06,1,1,1,2.97
2022-04-18 16:56:07,2.50,2,3,3.03
2022-04-18 16:56:08,1.50,1,2,3.10
2022-04-18 16:56:09,1,1,1,2.95
2022-04-18 16:56:10,1,1,1,2.97
2022-04-18 16:56:11,0.500,1,0,2.86
2022-04-18 16:56:12,1,1,1,2.93
2022-04-18 16:56:13,3,3,3,2.93
2022-04-18 16:56:14,1.50,1,2,2.93
2022-04-18 16:56:15,2.50,1,4,3.00
2022-04-18 16:56:16,2.50,3,2,3.17
2022-04-18 16:56:17,1,2,0,3.07
2022-04-18 16:56:18,1,2,0,3.03
2022-04-18 16:56:19,1,1,1,2.90
2022-04-18 16:56:20,1,1,1,2.83
2022-04-18 16:56:21,1,1,1,2.83
2022-04-18 16:56:22,1.50,2,1,2.83
2022-04-18 16:56:23,1,1,1,2.72
2022-04-18 16:56:24,1,0,2,2.72
2022-04-18 16:56:25,3.50,3,4,2.83
2022-04-18 16:56:26,0.500,1,0,2.76
2022-04-18 16:56:27,1.50,2,1,2.79
2022-04-18 16:56:28,2,2,2,2.93
2022-04-18 16:56:29,0,0,0,2.79
2022-04-18 16:56:30,1.50,0,3,2.83
2022-04-18 16:56:31,0.500,1,0,2.69
2022-04-18 16:56:32,1.50,2,1,2.79
2022-04-18 16:56:33,1,1,1,2.76
2022-04-18 16:56:34,2,1,3,2.79
2022-04-18 16:56:35,1.50,2,1,2.83
2022-04-18 16:56:36,2.50,4,1,2.83
2022-04-18 16:56:37,1.50,1,2,2.83
2022-04-18 16:56:38,1.50,2,1,2.86
2022-04-18 16:56:39,1.50,2,1,2.90
2022-04-18 16:56:40,2,1,3,3
2022-04-18 16:56:41,0,0,0,2.93
2022-04-18 16:56:42,3,4,2,2.93
2022-04-18 16:56:43,1.50,3,0,2.93
2022-04-18 16:56:44,2,1,3,2.90
2022-04-18 16:56:45,1,2,0,2.79
2022-04-18 16:56:46,1,0,2,2.79
2022-04-18 16:56:47,1,1,1,2.79
2022-04-18 16:56:48,0,0,0,2.72
2022-04-18 16:56:49,1.50,2,1,2.76
2022-04-18 16:56:50,2,1,3,2.83
2022-04-18 16:56:51,0,0,,2.71
2022-04-18 16:56:52,0.992,0.992,,2.76
2022-04-18 16:56:53,1.51,1.01,2.01,2.79
2022-04-18 16:56:54,3.50,3,4,2.79
2022-04-18 16:56:55,0,0,0,2.76
2022-04-18 16:56:56,2.50,3,2,2.83
2022-04-18 16:56:57,0.500,0,1,2.72
2022-04-18 16:56:58,1,1,1,2.79
2022-04-18 16:56:59,2,0,4,2.83
2022-04-18 16:57:00,2,3,1,2.93
2022-04-18 16:57:01,3.50,2,5,3.07
2022-04-18 16:57:02,1,1,1,3.07
2022-04-18 16:57:03,1,1,1,3
2022-04-18 16:57:04,2,2,,2.95
2022-04-18 16:57:05,0,0,,2.97
2022-04-18 16:57:06,1.50,1,2,2.97
2022-04-18 16:57:07,2.50,3,2,3.03
2022-04-18 16:57:08,2,2,2,3.07
2022-04-18 16:57:09,1.50,1,2,3.03
2022-04-18 16:57:10,1.50,1,2,3.14
2022-04-18 16:57:11,0,0,0,2.93
2022-04-18 16:57:12,1,0,2,2.90
2022-04-18 16:57:13,2.50,1,4,2.93
2022-04-18 16:57:14,2,2,2,3
2022-04-18 16:57:15,2,1,3,3.07
2022-04-18 16:57:16,2,2,,3.05
2022-04-18 16:57:17,0,0,,3.05
2022-04-18 16:57:18,3,3,,3.21
2022-04-18 16:57:19,3.51,3,4.02,3.31
2022-04-18 16:57:20,1.50,1,2,3.42
2022-04-18 16:57:21,1.50,2,1,3.41
2022-04-18 16:57:22,2,1,3,3.45
2022-04-18 16:57:23,1,1,1,3.28
2022-04-18 16:57:24,1,2,0,3.34
2022-04-18 16:57:25,0,0,,3.16
2022-04-18 16:57:26,3,3,,3.45
2022-04-18 16:57:27,2.00,1,3.01,3.52
2022-04-18 16:57:28,2.50,2,3,3.55
2022-04-18 16:57:29,2.50,1,4,3.59
2022-04-18 16:57:30,1,1,1,3.41
2022-04-18 16:57:31,3,,3,3.46
2022-04-18 16:57:32,1,,1,3.55
2022-04-18 16:57:33,2.01,2.01,2,3.52
2022-04-18 16:57:34,0.500,1,0,3.48
2022-04-18 16:57:35,1,2,0,3.45
2022-04-18 16:57:36,1,2,0,3.34
2022-04-18 16:57:37,1,1,1,3.28
2022-04-18 16:57:38,2.50,3,2,3.34
2022-04-18 16:57:39,2,0,4,3.38
2022-04-18 16:57:40,0.500,0,1,3.41
2022-04-18 16:57:41,1,1,1,3.41
2022-04-18 16:57:42,1,0,2,3.31
2022-04-18 16:57:43,1,2,0,3.24
2022-04-18 16:57:44,1.50,1,2,3.21
2022-04-18 16:57:45,2,1,3,3.17
2022-04-18 16:57:46,2.50,3,2,3.34
2022-04-18 16:57:47,2.50,3,2,3.38
2022-04-18 16:57:48,1,0,2,3.21
2022-04-18 16:57:49,1.50,2,1,3.21
2022-04-18 16:57:50,1.50,1,2,3.21
2022-04-18 16:57:51,1,2,0,3.14
2022-04-18 16:57:52,2,2,2,3.21
2022-04-18 16:57:53,0.500,0,1,3.17
2022-04-18 16:57:54,1,1,1,3.06
2022-04-18 16:57:55,1,1,1,3.00
2022-04-18 16:57:56,1.50,3,0,2.97
2022-04-18 16:57:57,1,2,0,2.86
2022-04-18 16:57:58,1.50,3,0,2.79
2022-04-18 16:57:59,2.50,3,2,2.90
2022-04-18 16:58:00,2,2,2,2.78
2022-04-18 16:58:01,1.50,1,2,2.86
2022-04-18 16:58:02,1.50,0,3,2.83
2022-04-18 16:58:03,1.50,2,1,2.90
2022-04-18 16:58:04,2,2,2,2.97
2022-04-18 16:58:05,1,1,1,2.97
2022-04-18 16:58:06,1.50,2,1,3
2022-04-18 16:58:07,2.50,3,2,3
2022-04-18 16:58:08,1,1,1,2.93
2022-04-18 16:58:09,2,2,2,3.03
2022-04-18 16:58:10,2.50,2,3,3.14
2022-04-18 16:58:11,1.50,1,2,3.17
2022-04-18 16:58:12,1,2,0,3.17
2022-04-18 16:58:13,1.50,2,1,3.17
2022-04-18 16:58:14,0.500,0,1,3.07
2022-04-18 16:58:15,2,3,1,3.03
2022-04-18 16:58:16,1.50,2,1,2.97
2022-04-18 16:58:17,1,2,0,2.97
2022-04-18 16:58:18,1,1,1,2.93
2022-04-18 16:58:19,1.50,3,0,2.93
2022-04-18 16:58:20,3,3,3,3.07
2022-04-18 16:58:21,1,,1,2.98
2022-04-18 16:58:22,0,,0,3.07
2022-04-18 16:58:23,3.01,5.01,1,3.21
2022-04-18 16:58:24,2.50,3,2,3.31
2022-04-18 16:58:25,0.500,1,0,3.24
2022-04-18 16:58:26,2,2,2,3.31
2022-04-18 16:58:27,1.50,3,0,3.31
2022-04-18 16:58:28,1,1,1,3.21
2022-04-18 16:58:29,1.50,1,2,3.17
2022-04-18 16:58:30,2,4,0,3.21
2022-04-18 16:58:31,3,3,3,3.31
2022-04-18 16:58:32,0.500,1,0,3.24
2022-04-18 16:58:33,0.500,0,1,3.14
2022-04-18 16:58:34,1.50,2,1,3.17
2022-04-18 16:58:35,1.50,2,1,3.17
2022-04-18 16:58:36,2,0,4,3.14
2022-04-18 16:58:37,2,3,1,3.21
2022-04-18 16:58:38,2,2,2,3.21
2022-04-18 16:58:39,0,0,0,3.03
2022-04-18 16:58:40,1,2,0,3
2022-04-18 16:58:41,2,2,2,3.07
2022-04-18 16:58:42,3,3,3,3.17
2022-04-18 16:58:43,1.50,1,2,3.24
2022-04-18 16:58:44,0,0,0,3.10
2022-04-18 16:58:45,1.50,2,1,3.10
2022-04-18 16:58:46,1.50,2,1,3.14
2022-04-18 16:58:47,1.50,2,1,3.17
2022-04-18 16:58:48,1.50,2,1,3.17
2022-04-18 16:58:49,1.50,1,2,3.07
2022-04-18 16:58:50,0.500,0,1,2.92
2022-04-18 16:58:51,1,0,2,3.00
2022-04-18 16:58:52,1,1,1,2.86
2022-04-18 16:58:53,0.500,0,1,2.72
2022-04-18 16:58:54,2,3,1,2.83
2022-04-18 16:58:55,2.50,2,3,2.86
2022-04-18 16:58:56,1,1,1,2.83
2022-04-18 16:58:57,2,4,0,2.90
2022-04-18 16:58:58,1.50,2,1,2.90
2022-04-18 16:58:59,1.50,0,3,2.86
2022-04-18 16:59:00,0.500,0,1,2.69
2022-04-18 16:59:01,1.50,0,3,2.76
2022-04-18 16:59:02,1.50,3,0,2.83
2022-04-18 16:59:03,2.50,3,2,2.90
2022-04-18 16:59:04,2.50,1,4,2.97
2022-04-18 16:59:05,1.50,1,2,2.93
2022-04-18 16:59:06,1,1,1,2.86
2022-04-18 16:59:07,2,2,2,2.86
2022-04-18 16:59:08,2,2,2,3
2022-04-18 16:59:09,1.50,2,1,3.03
2022-04-18 16:59:10,3.50,4,3,3.14
2022-04-18 16:59:11,0.500,0,1,2.97
2022-04-18 16:59:12,1.50,2,1,2.97
2022-04-18 16:59:13,1,1,1,3.03
2022-04-18 16:59:14,1.50,1,2,3.03
2022-04-18 16:59:15,1,1,1,3.00
2022-04-18 16:59:16,1.50,2,1,3.00
2022-04-18 16:59:17,2,1,3,3.03
2022-04-18 16:59:18,0.500,0,1,2.97
2022-04-18 16:59:19,3,3,3,3.14
2022-04-18 16:59:20,2,1,3,3.21
2022-04-18 16:59:21,2.50,3,2,3.31
2022-04-18 16:59:22,2,2,2,3.41
2022-04-18 16:59:23,2,2,2,3.41
2022-04-18 16:59:24,1.50,2,1,3.34
2022-04-18 16:59:25,2.50,3,2,3.45
2022-04-18 16:59:26,2,2,2,3.45
2022-04-18 16:59:27,2,2,2,3.48
2022-04-18 16:59:28,3,2,4,3.59
2022-04-18 16:59:29,1,1,1,3.62
2022-04-18 16:59:30,1.50,1,2,3.62
2022-04-18 16:59:31,1.50,2,1,3.62
2022-04-18 16:59:32,4,4,4,3.72
2022-04-18 16:59:33,2,3,1,3.69
2022-04-18 16:59:34,0.500,1,0,3.62
2022-04-18 16:59:35,1.50,2,1,3.66
2022-04-18 16:59:36,4,6,2,3.79
2022-04-18 16:59:37,1.50,2,1,3.76
2022-04-18 16:59:38,0.500,1,0,3.69
2022-04-18 16:59:39,1.50,2,1,3.55
2022-04-18 16:59:40,1.50,0,3,3.62
2022-04-18 16:59:41,1.50,2,1,3.62
2022-04-18 16:59:42,0.500,0,1,3.59
2022-04-18 16:59:43,1,2,0,3.55
2022-04-18 16:59:44,2,3,1,3.62
2022-04-18 16:59:45,0.500,0,1,3.55
2022-04-18 16:59:46,1.50,1,2,3.52
2022-04-18 16:59:47,1.50,2,1,3.59
2022-04-18 16:59:48,1,2,0,3.45
2022-04-18 16:59:49,1.50,1,2,3.41
2022-04-18 16:59:50,2.50,2,3,3.41
2022-04-18 16:59:51,1.50,1,2,3.38
2022-04-18 16:59:52,1,0,2,3.31
2022-04-18 16:59:53,1,0,2,3.28
2022-04-18 16:59:54,1.50,1.01,2,3.21
2022-04-18 16:59:55,1.50,2,1,3.17
2022-04-18 16:59:56,1,2,0,3.10
2022-04-18 16:59:57,1.50,0,3,3
2022-04-18 16:59:58,2,4,0,3.07
2022-04-18 16:59:59,0,0,0,2.97
2022-04-18 17:00:00,1.50,1,2,2.97
2022-04-18 17:00:01,1.50,1,2,2.79
2022-04-18 17:00:02,1.50,1,2,2.76
2022-04-18 17:00:03,1,0,2,2.79
2022-04-18 17:00:04,0.500,1,0,2.72
2022-04-18 17:00:05,1,1,1,2.52
2022-04-18 17:00:06,1,0,2,2.48
2022-04-18 17:00:07,0.500,0,1,2.48
2022-04-18 17:00:08,0,0,0,2.38
2022-04-18 17:00:09,2.50,1,4,2.45
2022-04-18 17:00:10,2,3,1,2.48
2022-04-18 17:00:11,3,3,3,2.66
2022-04-18 17:00:12,0.500,1,0,2.62
2022-04-18 17:00:13,1.50,0,3,2.59
2022-04-18 17:00:14,2,2,2,2.69
2022-04-18 17:00:15,1.50,2,1,2.69
2022-04-18 17:00:16,1,1,1,2.66
2022-04-18 17:00:17,1,0,2,2.66
2022-04-18 17:00:18,2.50,4,1,2.72
2022-04-18 17:00:19,1,1,1,2.62
2022-04-18 17:00:20,3,3,3,2.72
2022-04-18 17:00:21,1.50,1,2,2.76
2022-04-18 17:00:22,0,0,0,2.69
2022-04-18 17:00:23,1,1,1,2.66
2022-04-18 17:00:24,1.50,2,1,2.66
2022-04-18 17:00:25,2,1,3,2.72
2022-04-18 17:00:26,1.50,1,2,2.72
2022-04-18 17:00:27,3,3,3,2.79
2022-04-18 17:00:28,1,0,2,2.86
2022-04-18 17:00:29,3,3,3,2.97
2022-04-18 17:00:30,2.50,3,2,3.03
2022-04-18 17:00:31,1,0,2,3
2022-04-18 17:00:32,1,0,2,3
2022-04-18 17:00:33,1,1,1,3.03
2022-04-18 17:00:34,2.50,4,1,3.14
2022-04-18 17:00:35,1.50,1,2,3.17
2022-04-18 17:00:36,0.500,0,1,3.17
2022-04-18 17:00:37,2,2,2,3.31
2022-04-18 17:00:38,1,0,2,3.21
2022-04-18 17:00:39,1,1,1,3.14
2022-04-18 17:00:40,1.50,0,3,3.03
2022-04-18 17:00:41,1,2,0,3.07
2022-04-18 17:00:42,2.50,3,2,3.14
2022-04-18 17:00:43,2.50,4,1,3.17
2022-04-18 17:00:44,2,1,3,3.21
2022-04-18 17:00:45,1,0,2,3.21
2022-04-18 17:00:46,1.50,1,2,3.24
2022-04-18 17:00:47,1.50,3,0,3.17
2022-04-18 17:00:48,0.500,1,0,3.14
2022-04-18 17:00:49,0,0,0,2.93
2022-04-18 17:00:50,1.50,0,3,2.93
2022-04-18 17:00:51,0.500,0,1,2.97
2022-04-18 17:00:52,1,1,1,2.97
2022-04-18 17:00:53,1.50,0,3,2.97
2022-04-18 17:00:54,1.50,2,1,2.93
2022-04-18 17:00:55,1.50,1,2,2.93
2022-04-18 17:00:56,0.500,1,0,2.76
2022-04-18 17:00:57,2.50,3,2,2.86
2022-04-18 17:00:58,1.50,2,1,2.76
2022-04-18 17:00:59,3.50,3,4,2.83
2022-04-18 17:01:00,0.500,1,0,2.79
2022-04-18 17:01:01,2,1,3,2.86
2022-04-18 17:01:02,2,2,2,2.93
2022-04-18 17:01:03,1,2,0,2.83
2022-04-18 17:01:04,0.500,1,0,2.76
2022-04-18 17:01:05,3,3,3,2.93
2022-04-18 17:01:06,1.50,1,2,2.90
2022-04-18 17:01:07,3,3,3,3.03
2022-04-18 17:01:08,1.50,2,1,3.07
2022-04-18 17:01:09,2,3,1,3.10
2022-04-18 17:01:10,1.50,1,2,3.14
2022-04-18 17:01:11,3,4,2,3.17
2022-04-18 17:01:12,3,3,3,3.21
2022-04-18 17:01:13,0,0,0,3.07
2022-04-18 17:01:14,0.500,1,0,3.03
2022-04-18 17:01:15,0.500,0,1,2.97
2022-04-18 17:01:16,1,2,0,2.93
2022-04-18 17:01:17,2,2,2,3.03
2022-04-18 17:01:18,2.50,1,4,3.21
2022-04-18 17:01:19,1.50,2,1,3.21
2022-04-18 17:01:20,1.50,2,1,3.28
2022-04-18 17:01:21,1.50,2,1,3.31
2022-04-18 17:01:22,0.500,1,0,3.24
2022-04-18 17:01:23,1.50,1,2,3.24
2022-04-18 17:01:24,2.50,4,1,3.31
2022-04-18 17:01:25,3,3,3,3.48
2022-04-18 17:01:26,1,1,1,3.38
2022-04-18 17:01:27,1,2,0,3.34
2022-04-18 17:01:28,0.500,0,1,3.14
2022-04-18 17:01:29,0.500,0,1,3.14
2022-04-18 17:01:30,2.50,2,3,3.17
2022-04-18 17:01:31,2.50,3,2,3.21
2022-04-18 17:01:32,1,1,1,3.21
2022-04-18 17:01:33,1.50,3,0,3.28
2022-04-18 17:01:34,2.50,2,3,3.24
2022-04-18 17:01:35,1.50,1,2,3.24
2022-04-18 17:01:36,2,1,3,3.17
2022-04-18 17:01:37,2,2,2,3.21
2022-04-18 17:01:38,1,0,2,3.14
2022-04-18 17:01:39,1,1,1,3.10
2022-04-18 17:01:40,1.50,2,1,3
2022-04-18 17:01:41,0.500,0,1,2.83
2022-04-18 17:01:42,0.500,0,1,2.86
2022-04-18 17:01:43,1,1,1,2.90
2022-04-18 17:01:44,2,2,2,3
2022-04-18 17:01:45,2,1,3,3.07
2022-04-18 17:01:46,1.50,3,0,3.03
2022-04-18 17:01:47,0,0,0,2.86
2022-04-18 17:01:48,1,1,1,2.83
2022-04-18 17:01:49,1,1,1,2.79
2022-04-18 17:01:50,2,2,2,2.83
2022-04-18 17:01:51,1,1,1,2.86
2022-04-18 17:01:52,1.50,1,2,2.86
2022-04-18 17:01:53,1,2,0,2.76
2022-04-18 17:01:54,0,0,0,2.55
2022-04-18 17:01:55,2.50,4,1,2.66
2022-04-18 17:01:56,1,2,0,2.66
2022-04-18 17:01:57,1,1,1,2.69
2022-04-18 17:01:58,1.50,3,0,2.76
2022-04-18 17:01:59,1,1,1,2.66
2022-04-18 17:02:00,1.50,2,1,2.59
2022-04-18 17:02:01,0.500,0,1,2.55
2022-04-18 17:02:02,1.50,3,0,2.55
2022-04-18 17:02:03,1.50,2,1,2.48
2022-04-18 17:02:04,1,2,0,2.45
2022-04-18 17:02:05,1.50,1,2,2.41
2022-04-18 17:02:06,1,0,2,2.34
2022-04-18 17:02:07,2,3,1,2.41
2022-04-18 17:02:08,1,2,0,2.41
2022-04-18 17:02:09,1,1,1,2.38
2022-04-18 17:02:10,1,1,1,2.41
2022-04-18 17:02:11,2.50,2,3,2.55
2022-04-18 17:02:12,0,0,0,2.48
2022-04-18 17:02:13,2,2,2,2.48
2022-04-18 17:02:14,2,,2,2.43
2022-04-18 17:02:15,1,,1,2.41
2022-04-18 17:02:16,2,2,2,2.55
2022-04-18 17:02:17,2.50,4,1,2.66
2022-04-18 17:02:18,1.50,2,1,2.69
2022-04-18 17:02:19,1,1,1,2.62
2022-04-18 17:02:20,1.50,2,1,2.66
2022-04-18 17:02:21,0.500,1,0,2.59
2022-04-18 17:02:22,0.500,1,0,2.55
2022-04-18 17:02:23,2,3,1,2.69
2022-04-18 17:02:24,3,3,3,2.72
2022-04-18 17:02:25,0.500,0,1,2.69
2022-04-18 17:02:26,0.500,1,0,2.66
2022-04-18 17:02:27,4,3,5,2.83
2022-04-18 17:02:28,1.50,2,1,2.86
2022-04-18 17:02:29,1,0,2,2.83
2022-04-18 17:02:30,2.50,2,3,2.97
2022-04-18 17:02:31,2.50,3,2,3.03
2022-04-18 17:02:32,2,2,2,3.07
2022-04-18 17:02:33,0,0,0,3
2022-04-18 17:02:34,2.50,2,3,3.07
2022-04-18 17:02:35,0.500,0,1,3.03
2022-04-18 17:02:36,0.500,0,1,2.93
2022-04-18 17:02:37,2,3,1,3
2022-04-18 17:02:38,1.50,1,2,3.03
2022-04-18 17:02:39,2.50,2,3,3.14
2022-04-18 17:02:40,0.500,0,1,3
2022-04-18 17:02:41,2.50,2,3,3.17
2022-04-18 17:02:42,1.50,1,2,3.14
2022-04-18 17:02:43,1.50,3,0,3.09
2022-04-18 17:02:44,0.500,0,1,3.10
2022-04-18 17:02:45,1,0,2,3.03
2022-04-18 17:02:46,2.50,2,3,3.03
2022-04-18 17:02:47,2,2,2,3.07
2022-04-18 17:02:48,2,3,1,3.14
2022-04-18 17:02:49,3,2,4,3.24
2022-04-18 17:02:50,0.500,0,1,3.24
2022-04-18 17:02:51,0.500,1,0,3.24
2022-04-18 17:02:52,1.50,1,2,3.21
2022-04-18 17:02:53,2,2,2,3.14
2022-04-18 17:02:54,2.50,4,1,3.28
2022-04-18 17:02:55,2,2,2,3.38
2022-04-18 17:02:56,2,1,3,3.24
2022-04-18 17:02:57,1,0,2,3.21
2022-04-18 17:02:58,2,1,3,3.28
2022-04-18 17:02:59,0.500,1,0,3.14
2022-04-18 17:03:00,1.50,2,1,3.07
2022-04-18 17:03:01,1.50,0,3,3.03
2022-04-18 17:03:02,2,0,4,3.17
2022-04-18 17:03:03,0.500,1,0,3.03
2022-04-18 17:03:04,1,0,2,3.07
2022-04-18 17:03:05,1,1,,3.05
2022-04-18 17:03:06,0,0,,2.91
2022-04-18 17:03:07,1,1,,3.00
2022-04-18 17:03:08,2.00,2,2.01,2.97
2022-04-18 17:03:09,3.50,3,4,3.17
2022-04-18 17:03:10,2.50,3,2,3.17
2022-04-18 17:03:11,1.50,3,0,3.17
2022-04-18 17:03:12,2,3,1,3.21
2022-04-18 17:03:13,1.50,2,1,3.28
2022-04-18 17:03:14,2,2,2,3.34
2022-04-18 17:03:15,0,0,0,3.17
2022-04-18 17:03:16,2,1,3,3.17
2022-04-18 17:03:17,1.50,2,1,3.14
2022-04-18 17:03:18,1.50,2,1,3.03
2022-04-18 17:03:19,0,0,0,3
2022-04-18 17:03:20,2.50,2,3,3.14
2022-04-18 17:03:21,2,0,4,3.17
2022-04-18 17:03:22,2,2,2,3.17
2022-04-18 17:03:23,1.50,2,1,3.10
2022-04-18 17:03:24,1,2,0,3.03
2022-04-18 17:03:25,2,2,2,3.03
2022-04-18 17:03:26,1,2,0,3.03
2022-04-18 17:03:27,1.50,2,1,3
2022-04-18 17:03:28,1,0,2,3.03
2022-04-18 17:03:29,2,2,2,3.07
2022-04-18 17:03:30,2,1,3,3.10
2022-04-18 17:03:31,2,0,4,3.10
2022-04-18 17:03:32,0.500,1,0,3.10
2022-04-18 17:03:33,2,3,1,3.17
2022-04-18 17:03:34,0.500,1,0,3.06
2022-04-18 17:03:35,3,3,3,3.26
2022-04-18 17:03:36,0.500,1,0,3.24
2022-04-18 17:03:37,1.50,0,3,3.21
2022-04-18 17:03:38,1.50,2,1,3.07
2022-04-18 17:03:39,0,0,0,2.90
2022-04-18 17:03:40,1,1,1,2.86
2022-04-18 17:03:41,1,1,1,2.79
2022-04-18 17:03:42,1,1,1,2.76
2022-04-18 17:03:43,1,2,0,2.69
2022-04-18 17:03:44,2,1,3,2.83
2022-04-18 17:03:45,1.50,1,2,2.79
2022-04-18 17:03:46,0.500,0,1,2.72
2022-04-18 17:03:47,2.50,2,3,2.79
2022-04-18 17:03:48,0.500,0,1,2.83
2022-04-18 17:03:49,1.50,1,2,2.76
2022-04-18 17:03:50,1.50,1,2,2.72
2022-04-18 17:03:51,2,1,3,2.72
2022-04-18 17:03:52,2.50,1,4,2.79
2022-04-18 17:03:53,1.50,2,1,2.83
2022-04-18 17:03:54,1,2,0,2.76
2022-04-18 17:03:55,1,1,1,2.76
2022-04-18 17:03:56,1.50,1,2,2.76
2022-04-18 17:03:57,0.500,0,1,2.72
2022-04-18 17:03:58,1,1,1,2.66
2022-04-18 17:03:59,1,1,1,2.59
2022-04-18 17:04:00,1,0,2,2.52
2022-04-18 17:04:01,2,2,2,2.62
2022-04-18 17:04:02,1,2,0,2.55
2022-04-18 17:04:03,1,1,1,2.59
2022-04-18 17:04:04,1,1,1,2.45
2022-04-18 17:04:05,0.500,1,0,2.45
2022-04-18 17:04:06,1.50,0,3,2.45
2022-04-18 17:04:07,0.500,1,0,2.38
2022-04-18 17:04:08,1,1,1,2.45
2022-04-18 17:04:09,1.50,2,1,2.48
2022-04-18 17:04:10,2,2,2,2.55
2022-04-18 17:04:11,1.50,3,0,2.59
2022-04-18 17:04:12,1.50,1,2,2.62
2022-04-18 17:04:13,1,0,2,2.55
2022-04-18 17:04:14,1,1,1,2.52
2022-04-18 17:04:15,1,0,2,2.55
2022-04-18 17:04:16,2.50,3,2,2.55
2022-04-18 17:04:17,2.50,3,2,2.69
2022-04-18 17:04:18,0,0,0,2.59
2022-04-18 17:04:19,0.997,0,1.99,2.55
2022-04-18 17:04:20,1,2,0,2.48
2022-04-18 17:04:21,2,2,,2.37
2022-04-18 17:04:22,3,3,,2.37
2022-04-18 17:04:23,2,2,,2.37
2022-04-18 17:04:24,2,2,,2.37
2022-04-18 17:04:25,3,3,,2.37
2022-04-18 17:04:26,2,2,,2.86
2022-04-18 17:04:27,1.01,0,2.01,2.86
2022-04-18 17:04:28,2,0,4,2.93
2022-04-18 17:04:29,2.50,1,4,3.03
2022-04-18 17:04:30,1.50,1,2,3
2022-04-18 17:04:31,2.50,2,3,3.10
2022-04-18 17:04:32,0.993,1,0.986,3.10
2022-04-18 17:04:33,3.02,3,3.04,3.24
2022-04-18 17:04:34,2,2,2,3.34
2022-04-18 17:04:35,1.50,1,2,3.34
2022-04-18 17:04:36,0.500,0,1,3.34
2022-04-18 17:04:37,0.500,0,1,3.31
2022-04-18 17:04:38,1.50,0,3,3.31
2022-04-18 17:04:39,2,,2,3.26
2022-04-18 17:04:40,2,,2,3.22
2022-04-18 17:04:41,1,,1,3.41
2022-04-18 17:04:42,1.00,1.00,1,3.41
2022-04-18 17:04:43,2,3,1,3.48
2022-04-18 17:04:44,1,2,0,3.48
2022-04-18 17:04:45,0.500,1,0,3.34
2022-04-18 17:04:46,1.50,1,2,3.28
2022-04-18 17:04:47,1,1,1,3.34
2022-04-18 17:04:48,1,2,0,3.35
2022-04-18 17:04:49,1,1,1,3.34
2022-04-18 17:04:50,2.50,2,3,3.03
2022-04-18 17:04:51,3,4,2,3.13
2022-04-18 17:04:52,2.50,2,3,3.23
2022-04-18 17:04:53,1.50,2,1,3.27
2022-04-18 17:04:54,1.50,2,1,3.26
2022-04-18 17:04:55,2,3,1,3.31
2022-04-18 17:04:56,2,3,1,3.38
2022-04-18 17:04:57,2.50,1,4,3.41
2022-04-18 17:04:58,2,2,2,3.38
2022-04-18 17:04:59,0.500,0,1,3.31
2022-04-18 17:05:00,0.500,1,0,3.17
2022-04-18 17:05:01,2,2,2,3.24
2022-04-18 17:05:02,1.50,2,1,3.14
2022-04-18 17:05:03,1,0,2,3.07
2022-04-18 17:05:04,1,0,2,3.03
2022-04-18 17:05:05,2.50,4,1,3.17
2022-04-18 17:05:06,2,1,3,3.28
2022-04-18 17:05:07,2,3,1,3.31
2022-04-18 17:05:08,2,3,1,3.09
2022-04-18 17:05:09,1.50,1,2,3.12
2022-04-18 17:05:10,2.50,2,3,3.28
2022-04-18 17:05:11,0,0,0,3.21
2022-04-18 17:05:12,1,1,1,3.14
2022-04-18 17:05:13,1,1,1,3.14
2022-04-18 17:05:14,2,2,,3.16
2022-04-18 17:05:15,1,1,,3.21
2022-04-18 17:05:16,1.00,1,1.00,3.21
2022-04-18 17:05:17,1.50,0,3,3.24
2022-04-18 17:05:18,2,2,2,3.31
2022-04-18 17:05:19,1.50,1,2,3.24
2022-04-18 17:05:20,2,3,1,3.17
2022-04-18 17:05:21,1.50,3,0,3.10
2022-04-18 17:05:22,1.50,2,1,3.10
2022-04-18 17:05:23,0.500,0,1,3.03
2022-04-18 17:05:24,0,0,0,2.90
2022-04-18 17:05:25,0,0,0,2.76
2022-04-18 17:05:26,0,0,0,2.59
2022-04-18 17:05:27,0,0,0,2.45
2022-04-18 17:05:28,0,0,0,2.41
2022-04-18 17:05:29,0,0,0,2.38
2022-04-18 17:05:30,0,0,0,2.24
2022-04-18 17:05:31,0,0,0,2.14
2022-04-18 17:05:32,0,0,0,2.07
2022-04-18 17:05:33,0,0,0,2
